,review,rating,sbjText,actText,actVerbNeg,objText,locText,sbjSentType,objSentType,objSentFromSbjType,locSentType,sbjSentScore,objSentScore,objSentFromSbjScore,actVerbText,locSentScore,actLemma,actVerbTense,foundKeyword,aggKeyword,count
35484,255548,good,we,had,0.0,two regular canadian table mates and two who were occasional visitors,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,table,dining,1
35485,255548,good,service,was,0.0,good our waiters were excellent with a good sense of humor dinner selection was varied and the food generally good,,neutral,positive,neutral,neutral,0.0,0.963131,0.0,be,0.0,be,past,waiter,dining,1
35490,255548,good,the entertainment schedule,to rush,0.0,to an event,,positive,positive,neutral,neutral,0.328553,0.218444,0.0,rush,0.0,to rush,future,entertainment,entertainment,1
35495,255548,good,bar service,was,0.0,very good,,negative,positive,neutral,neutral,-0.644392,0.673685,0.0,be,0.0,be,past,bar service,bar,1
35500,255548,good,most people,had,0.0,drink coupons or packages made the process quck and painless,,neutral,positive,neutral,neutral,0.0,0.616335,0.0,have,0.0,have,past,people,people,1
35501,255548,good,most people,had drink,0.0,coupons or packages made the process quck and painless,,neutral,positive,neutral,neutral,0.0,0.508634,0.0,drink,0.0,have drink,past,people,people,1
35502,255548,good,most people had drink coupons or packages,made,0.0,the process,,positive,neutral,neutral,neutral,0.210892,0.0,0.0,make,0.0,make,past,people,people,1
35505,255548,good,the shows,were,0.0,the best we have seen on any ship,,neutral,positive,neutral,neutral,0.0,0.511485,0.0,be,0.0,be,past,ship,ship,1
35507,255548,good,the mix of passenger nationalities people,be,0.0,spread all over the ship,,neutral,negative,neutral,neutral,0.0,-0.246931,0.0,be,0.0,be,future,ship,ship,1
35508,255548,good,of the diversity of venues and perhaps the mix of passenger nationalities people,seemed to be spread,0.0,,all over the ship,positive,neutral,neutral,negative,0.270463,0.0,0.0,spread,-0.276933,seem to be spread,past,people,people,1
35510,255548,good,the ship's multinational entertainment team who hosted the activities,were,0.0,brilliant entertaining and unique in their approach,,neutral,positive,neutral,neutral,0.0,0.956805,0.0,be,0.0,be,past,entertainment,entertainment,1
35511,255548,good,the cruise director,was,0.0,great very low key,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,cruise director,service,1
35517,263441,good,the ship,only launched,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,launch,0.0,only launch,past,ship,ship,1
35518,263441,good,the ship,was,0.0,amazing every part of the ship was like being in a five star hotel,,neutral,positive,neutral,neutral,0.0,0.705141,0.0,be,0.0,be,past,ship,ship,1
35519,263441,good,every part of the ship,being,0.0,,in a five star hotel,neutral,neutral,neutral,negative,0.0,0.0,0.0,be,-0.241319,be,past,ship,ship,1
35522,263441,good,we,were having,0.0,lunch waiter service by 1230pm our bags were waiting outside our cabin before 130pm,,neutral,neutral,negative,neutral,0.0,0.0,-0.201575,have,0.0,be have,past,waiter,dining,1
35524,263441,good,the cabin inside ,was,0.0,very well appointed comfortable bed shower room tv with a couple of uk news channels plus pay tv if required,,positive,positive,neutral,neutral,0.233163,0.821119,0.0,be,0.0,be,past,table,dining,1
35525,263441,good,the cabin inside ,appointed,0.0,comfortable bed shower room tv with a couple of uk news channels plus pay tv if required,,positive,positive,neutral,neutral,0.233163,0.766888,0.0,appoint,0.0,appoint,past,table,dining,1
35529,263441,good,the drinks package,was,0.0,great value cost approx 23 euros each per day a good selection of branded drinks and cocktails were available at all times plus ice more,,positive,positive,neutral,neutral,0.307535,0.848577,0.0,be,0.0,be,past,times,time,1
35533,263441,good,service on board,was,0.0,very good,,neutral,positive,neutral,neutral,0.0,0.673685,0.0,be,0.0,be,past,board,ship,1
35534,263441,good,we,struck,0.0,relationships,,neutral,neutral,negative,neutral,0.0,0.0,-0.535439,strike,0.0,strike,past,ship,ship,1
35540,271667,good,royal caribbean and princess i,found,0.0,the ship and the staff excellent,,positive,positive,neutral,neutral,0.465867,0.697734,0.0,find,0.0,find,past,ship,ship,1
35550,271667,good,we,leaving,0.0,the ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.603701,leave,0.0,leave,present,ship,ship,1
35567,91289,good,buffet food,could have been,0.0,warmer,,neutral,positive,negative,neutral,0.0,0.338428,-0.339306,be,0.0,could have be,future,buffet,food,1
35568,91289,good,cruise food,is,0.0,cruise foodand,,negative,neutral,neutral,neutral,-0.290755,0.0,0.0,be,0.0,be,present,food,food,1
35569,91289,good,msc,was,0.0,better than i expected on food,,neutral,positive,neutral,neutral,0.0,0.33786,0.0,be,0.0,be,past,food,food,1
35584,108514,good,boarding,was,0.0,very quick and efficient,,neutral,positive,neutral,neutral,0.0,0.885448,0.0,be,0.0,be,past,board,ship,1
35585,108514,good,we,were,0.0,on board,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,board,ship,1
35588,108514,good,the ship,left,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,leave,0.0,leave,past,ship,ship,1
35590,108514,good,the people mover,takes,0.0,you,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,take,0.0,take,present,people,people,1
35592,108514,good,anything,hear,1.0,from our neighbours or the ship's engine,,negative,neutral,neutral,neutral,-0.471592,0.0,0.0,hear,0.0,hear,future,ship,ship,1
35603,108514,good,the quality of food,was,0.0,excellent at the main dining room,,positive,positive,neutral,neutral,0.45532,0.810735,0.0,be,0.0,be,past,dining room,dining,1
35611,108514,good,you,need,0.0,to get numbers for the tender boat,,neutral,neutral,negative,neutral,0.0,0.0,-0.446858,need,0.0,need,present,boat,ship,1
35615,108514,good,the path,was,0.0,sometimes blocked with donkeys,,positive,negative,neutral,neutral,0.252895,-0.499826,0.0,be,0.0,be,past,times,time,1
35622,108514,good,tender boat,to get,0.0,ashore,,positive,neutral,neutral,neutral,0.526116,0.0,0.0,get,0.0,to get,future,boat,ship,1
35623,108514,good,you,want,0.0,to leave the ship early,,neutral,negative,neutral,neutral,0.0,-0.235949,0.0,want,0.0,want,present,ship,ship,1
35624,108514,good,you,want to leave,0.0,the ship,,neutral,neutral,negative,neutral,0.0,0.0,-0.270554,leave,0.0,want to leave,future,ship,ship,1
35630,108514,good,the tender boat,dropped,0.0,us,,positive,neutral,negative,neutral,0.487804,0.0,-0.67476,drop,0.0,drop,past,boat,ship,1
35631,108514,good,the huge sea turtles,miss,1.0,near the fishermen's boats,,neutral,neutral,negative,neutral,0.0,0.0,-0.786217,miss,0.0,miss,future,boat,ship,1
35633,95277,bad,the service food entertainment and shore excursions,are,0.0,poor,,positive,negative,neutral,neutral,0.224261,-0.827589,0.0,be,0.0,be,present,entertainment,entertainment,1
35634,95277,bad,most of the negative reviews for this ship online,are,0.0,accurate,,negative,positive,neutral,neutral,-0.655051,0.453606,0.0,be,0.0,be,present,ship,ship,1
35636,95277,bad,i,have to say,0.0,the ship is quite nice and the state room is very comfortable and nicely decorated,,neutral,positive,neutral,neutral,0.0,0.971326,0.0,say,0.0,have to say,future,table,dining,1
35638,95277,bad,this ship,have,1.0,enough public areas,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,future,public areas,ship,1
35641,95277,bad,the bora bora dinning room,was,0.0,pack with people,,positive,positive,neutral,neutral,0.59372,0.327144,0.0,be,0.0,be,past,people,people,1
35643,95277,bad,many of the passengers,were,0.0,so impolite that they cut lines,,neutral,negative,neutral,neutral,0.0,-0.826546,0.0,be,0.0,be,past,passengers,people,1
35645,95277,bad,the food quality there,is,0.0,worst than a school cafeteria,,positive,negative,neutral,neutral,0.332909,-0.869412,0.0,be,0.0,be,present,food,food,1
35650,95277,bad,the waiters,know,0.0,nothing about the food and the wine they served,,neutral,negative,neutral,neutral,0.0,-0.529728,0.0,know,0.0,know,present,waiter,dining,1
35651,95277,bad,they,served,0.0,nothing about the food and the wine,,neutral,negative,negative,neutral,0.0,-0.465231,-0.271596,serve,0.0,serve,past,food,food,1
35657,95277,bad,a pasta and a risotto dish and our waiter,told,0.0,i could only order one,,positive,negative,negative,neutral,0.83019,-0.469312,-0.210328,tell,0.0,tell,past,waiter,dining,1
35659,95277,bad,i,told,0.0,the first time,,neutral,neutral,negative,neutral,0.0,0.0,-0.210328,tell,0.0,tell,past,time,time,1
35661,95277,bad,i,do,1.0,think i miss much cause the food quality were below average,,neutral,negative,neutral,neutral,0.0,-0.852041,0.0,do,0.0,do,present,food,food,1
35662,95277,bad,i,think,1.0,i miss much cause the food quality were below average,,neutral,negative,neutral,neutral,0.0,-0.892318,0.0,think,0.0,think,future,food,food,1
35664,95277,bad,entertainment,were,0.0,just average,,positive,negative,neutral,neutral,0.353007,-0.425106,0.0,be,0.0,be,past,entertainment,entertainment,1
35675,95277,bad,many passengers,have,0.0,it taken out from their statement,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,present,passengers,people,1
35684,91775,good,total check in time,was,0.0,about 30 minutes or less,,positive,neutral,neutral,neutral,0.322175,0.0,0.0,be,0.0,be,past,time,time,1
35685,91775,good,facilities it,has,0.0,a nice ship pretty new and very clean,,positive,positive,neutral,neutral,0.246356,0.864522,0.0,has,0.0,has,present,ship,ship,1
35688,91775,good,bathrooms,were,0.0,about average for a cruise ship,,positive,negative,neutral,neutral,0.279085,-0.373351,0.0,be,0.0,be,past,cruise ship,ship,1
35689,91775,good,the waiters bartenders cocktail waitresses and cabin people,were,0.0,very nice,,positive,positive,neutral,neutral,0.433737,0.723715,0.0,be,0.0,be,past,waiter,dining,1
35694,91775,good,the customer service from the administrative staff like in reception or the accounting office,was,0.0,completely different,,positive,positive,neutral,neutral,0.378825,0.310556,0.0,be,0.0,be,past,customer service,service,1
35709,91775,good,that,has,0.0,not really enough time to do much,,neutral,negative,neutral,neutral,0.0,-0.746885,0.0,has,0.0,has,present,time,time,1
35710,91775,good,getting on and off the ship,was,0.0,orderly and efficient,,neutral,positive,neutral,neutral,0.0,0.811365,0.0,be,0.0,be,past,ship,ship,1
35713,91775,good,i,speak,1.0,about the ship's tours,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,speak,0.0,speak,future,ship,ship,1
35715,91775,good,we,thought,0.0,the food,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,think,0.0,think,past,food,food,1
35716,91775,good,the food on the musica,was,0.0,about a 4 out of 10,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,food,food,1
35717,91775,good,none of the food,was,0.0,bad,,negative,negative,neutral,neutral,-0.738872,-0.76083,0.0,be,0.0,be,past,food,food,1
35718,91775,good,the style of food,is,0.0,typical italian,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,food,food,1
35727,91775,good,breakfast in the main dining room,was,0.0,ok,,positive,neutral,neutral,neutral,0.654536,0.0,0.0,be,0.0,be,past,dining room,dining,1
35730,245634,good,we,found,0.0,it much larger then we used to see on ncl ships,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,find,0.0,find,past,ship,ship,1
35731,245634,good,we,to see,0.0,on ncl ships,,neutral,neutral,positive,neutral,0.0,0.0,0.304301,see,0.0,to see,future,ship,ship,1
35733,245634,good,one of them,has,0.0,retractable roof,over it,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,present,table,dining,1
35734,245634,good,many different bars around the ship,serve,0.0,good variety of drinks,,negative,positive,neutral,neutral,-0.66687,0.647991,0.0,serve,0.0,serve,present,ship,ship,1
35735,245634,good,two main dining rooms,serve,0.0,breakfast lunch and dinner,,neutral,positive,neutral,neutral,0.0,0.819189,0.0,serve,0.0,serve,present,dining room,dining,1
35737,245634,good,buffet on deck 14,serve,0.0,breakfast lunch and dinner,,neutral,positive,neutral,neutral,0.0,0.819189,0.0,serve,0.0,serve,present,buffet,food,1
35749,245634,good,entertainment crew,is,0.0,highly professional,,positive,positive,neutral,neutral,0.543676,0.75437,0.0,be,0.0,be,present,entertainment,entertainment,1
35752,245634,good,i,have,0.0,seen on other ships,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,present,ship,ship,1
35753,245634,good,i,have seen,0.0,on other ships,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,see,0.0,have see,past,ship,ship,1
35754,245634,good,no food or drinks,are,0.0,served,,negative,negative,neutral,neutral,-0.544901,-0.271596,0.0,be,0.0,be,present,food,food,1
35757,245634,good,the company,maintains,0.0,the mediterranean feel on the ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,maintain,0.0,maintain,present,ship,ship,1
35758,245634,good,many european guests,spoken,1.0,the ship and english,,neutral,neutral,positive,neutral,0.0,0.0,0.373165,speak,0.0,speak,past,ship,ship,1
35764,245634,good,food service,is,0.0,well organized,,neutral,positive,neutral,neutral,0.0,0.596062,0.0,be,0.0,be,present,food,food,1
35765,245634,good,the main dining room dinner food,is,0.0,good,,positive,positive,neutral,neutral,0.239556,0.494921,0.0,be,0.0,be,present,dining room,dining,1
35766,245634,good,the buffet food,is,0.0,simply bad,,neutral,negative,neutral,neutral,0.0,-0.772275,0.0,be,0.0,be,present,buffet,food,1
35767,245634,good,they,served,0.0,indian food that was really good,,neutral,positive,negative,neutral,0.0,0.28334,-0.271596,serve,0.0,serve,past,food,food,1
35772,245634,good,msc management,trying,0.0,to find the middle ground between maintaining mediterranean flavors in their food and satisfying an american cravings for burgers and hot dogs,,neutral,positive,negative,neutral,0.0,0.225825,-0.385703,try,0.0,try,present,food,food,1
35773,245634,good,msc management,is still trying to find,0.0,the middle ground between maintaining mediterranean flavors in their food and satisfying an american cravings for burgers and hot dogs,,neutral,positive,negative,neutral,0.0,0.403062,-0.704422,find,0.0,be still try to find,future,food,food,1
35781,245637,good,we,have,0.0,previously cruised twice in yacht club onboard the msc divina and once onboard the first fantasiaclass vessel the msc fantasia,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,past,board,ship,1
35786,245637,good,we,boarded,0.0,the ship,in genova,neutral,neutral,neutral,neutral,0.0,0.0,0.0,board,0.0,board,past,board,ship,1
35790,245637,good,we,were,0.0,onboard this magnificent ship,,neutral,positive,neutral,neutral,0.0,0.828101,0.0,be,0.0,be,past,board,ship,1
35791,245637,good,msc preziosa,is,0.0,a sistership of msc divina,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
35795,245637,good,the ship,is,0.0,spotless and the yacht club enclave very nice,,neutral,positive,neutral,neutral,0.0,0.842108,0.0,be,0.0,be,present,ship,ship,1
35806,245637,good,it,has,0.0,my time dining,in the restaurant,neutral,positive,neutral,neutral,0.0,0.413917,0.0,has,0.0,has,present,time,time,1
35808,245637,good,by the food,were dissapointed,0.0,we,,neutral,neutral,negative,neutral,0.0,0.0,-0.717556,dissapointed,0.0,be dissapointed,past,food,food,1
35811,245637,good,the food,was,0.0,hot,,neutral,negative,neutral,neutral,0.0,-0.22387,0.0,be,0.0,be,past,food,food,1
35814,245637,good,a lunch buffet including a salatbar hot and cold dishes,is,0.0,,in the top sail lounge,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,buffet,food,1
35815,245637,good,a salatbar hot and cold dishes,including,0.0,a lunch buffet,,negative,positive,neutral,neutral,-0.464689,0.747506,0.0,include,0.0,include,present,buffet,food,1
35816,245637,good,the buffet on the one pool deck,is,0.0,weather permitting,,positive,negative,neutral,neutral,0.297915,-0.290774,0.0,be,0.0,be,present,buffet,food,1
35817,245637,good,except for the first dinner the food,was,0.0,very good,,negative,positive,neutral,neutral,-0.273609,0.673685,0.0,be,0.0,be,past,food,food,1
35818,245637,good,we,had,0.0,lunch in the main buffetrestaurant and it was as usual very crowded and noisy from time to time,,neutral,negative,neutral,neutral,0.0,-0.693035,0.0,have,0.0,have,past,buffet,food,1
35824,245637,good,we,love,0.0,to stay onboard and enjoy the facilities in yc,,neutral,positive,positive,neutral,0.0,0.612939,0.587138,love,0.0,love,present,board,ship,1
35833,245633,bad,a group,took,0.0,about half of the ship,,neutral,negative,neutral,neutral,0.0,-0.379103,0.0,take,0.0,take,past,ship,ship,1
35837,245633,bad,we,have,0.0,gotten off the ship at the first port,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,future,ship,ship,1
35843,245633,bad,the ship,was,0.0,late in getting people off the ship,,neutral,negative,neutral,neutral,0.0,-0.425358,0.0,be,0.0,be,past,ship,ship,1
35844,245633,bad,the ship,getting,0.0,people,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,get,0.0,get,past,ship,ship,1
35849,245633,bad,he,was,0.0,one of the only good employees on the ship,,neutral,negative,neutral,neutral,0.0,-0.274236,0.0,be,0.0,be,past,ship,ship,1
35851,245633,bad,the food in the main dining room,was,0.0,terrible,,neutral,negative,neutral,neutral,0.0,-0.739683,0.0,be,0.0,be,past,dining room,dining,1
35852,245633,bad,it,was,0.0,served warm and not hot most of the time,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,time,time,1
35855,245633,bad,it,was,0.0,not like other ships,,neutral,negative,neutral,neutral,0.0,-0.498498,0.0,be,0.0,be,past,ship,ship,1
35856,245633,bad,the waiters,learn,0.0,what you like,,neutral,positive,neutral,neutral,0.0,0.441766,0.0,learn,0.0,learn,present,waiter,dining,1
35857,245633,bad,the servers,dropped,0.0,the food,,neutral,neutral,negative,neutral,0.0,0.0,-0.67476,drop,0.0,drop,past,food,food,1
35859,245633,bad,the food in the buffets,was,0.0,ok same as usual,,neutral,negative,neutral,neutral,0.0,-0.221509,0.0,be,0.0,be,past,buffet,food,1
35860,245633,bad,the steakhouse on board extra charge,was,0.0,the only good meal we had,,positive,negative,neutral,neutral,0.274106,-0.30206,0.0,be,0.0,be,past,board,ship,1
35863,245633,bad,the italian food,was,0.0,terrible very bland and tasteless,,neutral,negative,neutral,neutral,0.0,-0.976633,0.0,be,0.0,be,past,food,food,1
35882,76001,bad,i,to say,0.0,that i have never encountered such substandard food amateurish entertainment bad staff attitudes,,neutral,negative,neutral,neutral,0.0,-0.875517,0.0,say,0.0,to say,future,entertainment,entertainment,1
35883,76001,bad,i,encountered,0.0,such substandard food amateurish entertainment bad staff attitudes lack of shipboard activities,,neutral,negative,negative,neutral,0.0,-0.943824,-0.67469,encounter,0.0,encounter,past,entertainment,entertainment,1
35886,76001,bad,i,observed,0.0,a lifeboat drill,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,observe,0.0,observe,past,boat,ship,1
35887,76001,bad,all 13 boats,were should have ended,0.0,,in the water,neutral,neutral,neutral,neutral,0.0,0.0,0.0,end,0.0,be should have end,future,boat,ship,1
35889,76001,bad,only one boat,ended,0.0,,in the water,negative,neutral,neutral,neutral,-0.463451,0.0,0.0,end,0.0,end,past,boat,ship,1
35890,76001,bad,one of the things most people look forward to on a cruise,is,0.0,the food,,positive,neutral,neutral,neutral,0.633167,0.0,0.0,be,0.0,be,present,people,people,1
35894,76001,bad,the lack of quality of this food,was,0.0,apparent,,negative,negative,neutral,neutral,-0.789932,-0.381609,0.0,be,0.0,be,past,food,food,1
35898,76001,bad,i,know,0.0,it gave my husband food poisoning,,neutral,negative,neutral,neutral,0.0,-0.540496,0.0,know,0.0,know,present,food,food,1
35899,76001,bad,our dining experience,was,0.0,as disappointing as the food,,positive,negative,neutral,neutral,0.590784,-0.887402,0.0,be,0.0,be,past,food,food,1
35903,76001,bad,at least 3 times and our food,came,0.0,,,negative,neutral,neutral,neutral,-0.563794,0.0,0.0,come,0.0,come,past,times,time,1
35904,76001,bad,our waiter,had,0.0,no assistant,,positive,negative,neutral,neutral,0.427759,-0.473431,0.0,have,0.0,have,past,waiter,dining,1
35905,76001,bad,we,got,0.0,so fed up we requested a dining room change,,neutral,negative,neutral,neutral,0.0,-0.343466,0.0,get,0.0,get,past,dining room,dining,1
35906,76001,bad,i,be,0.0,served substandard food,,neutral,negative,neutral,neutral,0.0,-0.743575,0.0,be,0.0,be,future,food,food,1
35907,76001,bad,i,am going to be served,0.0,substandard food,,neutral,negative,neutral,neutral,0.0,-0.753197,0.0,serve,0.0,be go to be serve,future,food,food,1
35909,76001,bad,disappointing,was,0.0,the entertainment,,negative,positive,neutral,neutral,-0.844064,0.387758,0.0,be,0.0,be,past,entertainment,entertainment,1
35916,76001,bad,the ship liaison francesca,wrote,0.0,everything,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,write,0.0,write,past,ship,ship,1
35917,76001,bad,the ship liaison,got,0.0,nothing,,neutral,negative,neutral,neutral,0.0,-0.641713,0.0,get,0.0,get,past,ship,ship,1
35920,76001,bad,half the seats in the theater,were,0.0,broken and uncomfortable,,neutral,negative,neutral,neutral,0.0,-0.808917,0.0,be,0.0,be,past,table,dining,1
35921,76001,bad,i,have,0.0,never been on a ship that closed up the pools at 6 pm,,neutral,negative,neutral,neutral,0.0,-0.350428,0.0,have,0.0,have,present,ship,ship,1
35923,76001,bad,a ship,closed,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,close,0.0,close,past,ship,ship,1
35924,76001,bad,the staff,was,0.0,overly concerned with keeping the ship pristine to the point,,positive,negative,neutral,neutral,0.310874,-0.368954,0.0,be,0.0,be,past,ship,ship,1
35925,76001,bad,with keeping the ship pristine to the point of ignoring the passengers,concerned,0.0,the staff,,negative,positive,negative,neutral,-0.559402,0.310874,-0.459722,concern,0.0,concern,past,passengers,people,1
35926,76001,bad,the staff,keeping,0.0,the ship pristine,,positive,positive,positive,neutral,0.310874,0.207577,0.290141,keep,0.0,keep,past,ship,ship,1
35932,263068,bad,msc,stating,0.0,on their website that drinks packages had to be booked ahead of the cruise and wouldn't be available on board,,neutral,positive,neutral,neutral,0.0,0.368174,0.0,state,0.0,state,past,board,ship,1
35934,263068,bad,drinks packages,be,1.0,available on board,,positive,neutral,neutral,neutral,0.436356,0.0,0.0,be,0.0,be,future,board,ship,1
35939,263068,bad,another issue,trying,0.0,to get through to msc customer services,,negative,positive,negative,neutral,-0.348582,0.353007,-0.385703,try,0.0,try,present,customer service,service,1
35940,263068,bad,another issue,is trying to get,0.0,through to msc customer services,,negative,positive,negative,neutral,-0.348582,0.415984,-0.509681,get,0.0,be try to get,future,customer service,service,1
35958,263068,bad,the ship itself,is,0.0,nice,,neutral,positive,neutral,neutral,0.0,0.577905,0.0,be,0.0,be,present,ship,ship,1
35959,263068,bad,the sheer size of the ship,be,0.0,off putting to some people,,positive,positive,neutral,neutral,0.380206,0.274645,0.0,be,0.0,be,future,ship,ship,1
35965,263068,bad,the noise levels in some of the more popular public areas,can be,0.0,unbearable,,negative,negative,neutral,neutral,-0.598887,-0.783196,0.0,be,0.0,can be,future,public areas,ship,1
35968,263068,bad,the food on the fantasis,is,0.0,abysmal,,neutral,negative,neutral,neutral,0.0,-0.741726,0.0,be,0.0,be,present,food,food,1
35969,263068,bad,the zanzibar cafe the large buffet restaurant,is,0.0,a massive free for all that is stressful and hideous,,neutral,negative,neutral,neutral,0.0,-0.904904,0.0,be,0.0,be,present,buffet,food,1
35970,263068,bad,the food,is,0.0,of a dreadful quality,,neutral,negative,neutral,neutral,0.0,-0.900623,0.0,be,0.0,be,present,food,food,1
35971,263068,bad,the food,is,0.0,more,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,food,food,1
35972,263068,bad,we,did,0.0,n't try the main dining room,,neutral,negative,neutral,neutral,0.0,-0.496226,0.0,do,0.0,do,past,dining room,dining,1
35973,263068,bad,we,try,1.0,the main dining room,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,try,0.0,try,past,dining room,dining,1
35975,263068,bad,we,were informed,0.0,by a number of other passengers that it was even worse than the buffet with slow service and substandard food,,neutral,negative,positive,neutral,0.0,-0.861093,0.446851,inform,0.0,be inform,past,passengers,people,1
35976,263068,bad,we,did eat,0.0,a couple of times,in the texmex restaurant,neutral,neutral,neutral,positive,0.0,0.0,0.0,eat,0.460139,do eat,past,times,time,1
35979,252659,good,the divina,is,0.0,a fairly new ship,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,present,ship,ship,1
35982,252659,good,seating,is,0.0,very comfortable and inviting,,positive,positive,neutral,neutral,0.207466,0.861977,0.0,be,0.0,be,present,table,dining,1
36001,252659,good,the dining room menus,are,0.0,printed in five languages,,positive,neutral,neutral,neutral,0.473995,0.0,0.0,be,0.0,be,present,dining room,dining,1
36002,252659,good,the dining room menus,are printed,0.0,,in five languages,positive,neutral,neutral,neutral,0.473995,0.0,0.0,print,0.0,be print,past,dining room,dining,1
36004,252659,good,many times,were,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,times,time,1
36013,252659,good,our waiter and his assistant,were,0.0,very friendly and attentive ,,neutral,positive,neutral,neutral,0.0,0.952713,0.0,be,0.0,be,past,waiter,dining,1
36014,252659,good,two my iced tea,was,0.0,showing up on the table,,positive,positive,neutral,neutral,0.216385,0.31195,0.0,be,0.0,be,past,table,dining,1
36015,252659,good,two my iced tea,was showing,0.0,on the table,,positive,neutral,neutral,neutral,0.216385,0.0,0.0,show,0.0,be show,past,table,dining,1
36033,262882,good,we,thought,0.0,this cruise would allow us to visit some beautiful places in a short amount of time with limited amount of hassle,,neutral,negative,neutral,neutral,0.0,-0.626475,0.0,think,0.0,think,past,time,time,1
36034,262882,good,this cruise,would allow,0.0,to visit some beautiful places in a short amount of time with limited amount of hassle,,neutral,negative,neutral,neutral,0.0,-0.358344,0.0,allow,0.0,would allow,future,time,time,1
36040,262882,good,i,have,0.0,not taken a cruise in over 15 years and my husband was a first time cruiser,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,have,0.0,have,present,time,time,1
36047,262882,good,you,will hear,0.0,people above and next door,,neutral,positive,positive,neutral,0.0,0.340313,0.280937,hear,0.0,will hear,future,people,people,1
36053,262882,good,the food,was,0.0,probably the biggest negative,,neutral,negative,neutral,neutral,0.0,-0.796976,0.0,be,0.0,be,past,food,food,1
36056,262882,good,the food at the red velvet room,was,0.0,bland,,neutral,negative,neutral,neutral,0.0,-0.87942,0.0,be,0.0,be,past,food,food,1
36074,262882,good,we,had,0.0,a good experience on our excursions booked through the ship,,neutral,positive,neutral,neutral,0.0,0.843913,0.0,have,0.0,have,past,ship,ship,1
36079,73783,bad,board about 1700 to find safety briefing,was,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,be,0.0,be,past,board,ship,1
36080,73783,bad,29 and ship log,interspersed,0.0,with adverts for shore excursions in barcelona days ago and not updated,,neutral,negative,neutral,neutral,0.0,-0.438754,0.0,intersperse,0.0,intersperse,past,ship,ship,1
36081,73783,bad,clock on ships,log,0.0,,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,log,0.0,log,present,ship,ship,1
36082,73783,bad,one of your table travellers,is,0.0,45 mins,,positive,neutral,neutral,neutral,0.398201,0.0,0.0,be,0.0,be,present,table,dining,1
36096,73783,bad,very few people,used,0.0,it,,neutral,neutral,neutral,neutral,0.0,0.0,0.0,use,0.0,use,past,people,people,1
36098,73783,bad,food,was,0.0,good,,neutral,positive,neutral,neutral,0.0,0.494921,0.0,be,0.0,be,past,food,food,1
36100,73783,bad,all,was summed,0.0,as we read in daily ship paper that on board account would be delivered to rooms on last night and one copy to be signed and handed in before disembarking,,neutral,neutral,negative,neutral,0.0,0.0,-0.351891,sum,0.0,be sum,past,board,ship,1
36102,73783,bad,board account,be,0.0,delivered to rooms,,positive,positive,neutral,neutral,0.229134,0.298573,0.0,be,0.0,be,future,board,ship,1
36108,73783,bad,noone on the crewstaff,to ensure,0.0,a pleasant time,,neutral,positive,positive,neutral,0.0,0.74825,0.492834,ensure,0.0,to ensure,future,time,time,1
36109,73783,bad,the passengers,seemed to be,0.0,a 'nuisance' that the ship merely tolerated,,neutral,negative,negative,neutral,0.0,-0.770433,-0.330459,be,0.0,seem to be,future,passengers,people,1
